,delta0,delta1,delta2,delta3,delta4,delta5,delta6,delta7
1502,1069405.0,3354057.0,328362.0,2202519.0,779784.0,1633255.0,509954.0,832822.0
1503,1068813.0,3353092.0,318857.0,2264854.0,767411.0,1641283.0,510383.0,832442.0
1504,1068730.0,3383967.0,342513.0,2260790.0,775061.0,1633077.0,509554.0,832173.0
1505,1068084.0,3350803.0,306112.0,2238260.0,777678.0,1636152.0,509884.0,831888.0
1506,1068545.0,3375656.0,345088.0,2233939.0,771842.0,1636400.0,509473.0,833439.0
1507,1068993.0,3375195.0,333507.0,2228722.0,764330.0,1641938.0,509309.0,832626.0
1508,1067761.0,3337084.0,326568.0,2244274.0,771585.0,1639310.0,509050.0,832409.0
1509,1068680.0,3373142.0,314498.0,2255823.0,770334.0,1643959.0,509661.0,832182.0
1510,1069093.0,3366379.0,292344.0,2193894.0,769575.0,1638214.0,510114.0,833010.0
1511,1068950.0,3370096.0,324944.0,2260372.0,770492.0,1631907.0,509770.0,832281.0
1512,1068494.0,3376460.0,363115.0,2251729.0,766989.0,1625527.0,508791.0,832998.0
1513,1069588.0,3345641.0,320382.0,2227854.0,760590.0,1626595.0,510197.0,832599.0
1514,1068288.0,3370726.0,335054.0,2219548.0,759604.0,1625210.0,509506.0,832092.0
1515,1067870.0,3371734.0,332466.0,2214633.0,766541.0,1634931.0,508765.0,832205.0
1516,1069102.0,3351048.0,353502.0,2267234.0,768667.0,1640517.0,509379.0,832745.0
1517,1067978.0,3354967.0,323821.0,2252394.0,770780.0,1643740.0,509854.0,832150.0
1518,1069400.0,3358654.0,316558.0,2227688.0,771774.0,1636204.0,509470.0,833180.0
1519,1069573.0,3377012.0,341059.0,2233526.0,764525.0,1634154.0,509047.0,832030.0
1520,1069550.0,3368145.0,307631.0,2214493.0,762119.0,1631377.0,509792.0,832369.0
1521,1067883.0,3350988.0,311382.0,2236735.0,764633.0,1627603.0,509395.0,832488.0
1522,1069473.0,3375586.0,331141.0,2252710.0,765039.0,1628240.0,509936.0,832453.0
1523,1068034.0,3379051.0,317190.0,2239966.0,771318.0,1632786.0,509499.0,832724.0
1524,1069209.0,3372398.0,327430.0,2224979.0,774737.0,1635744.0,509587.0,832805.0
1525,1068303.0,3368430.0,333612.0,2221864.0,773516.0,1639867.0,510128.0,832687.0
1526,1067430.0,3359802.0,346516.0,2219875.0,771309.0,1639271.0,508530.0,833113.0
1527,1068507.0,3388292.0,338435.0,2239496.0,773407.0,1627117.0,508792.0,832487.0
1528,1068046.0,3378231.0,328612.0,2267897.0,754316.0,1628014.0,509165.0,832672.0
1529,1069516.0,3346509.0,342284.0,2241148.0,764418.0,1631194.0,509459.0,832948.0
1530,1068132.0,3382449.0,351581.0,2224894.0,772981.0,1638040.0,509566.0,832907.0
1531,1068854.0,3360820.0,337351.0,2248178.0,769771.0,1640950.0,509925.0,832598.0
1532,1068574.0,3379491.0,339088.0,2221306.0,768034.0,1632816.0,509833.0,832748.0
1533,1069128.0,3436309.0,391536.0,2288720.0,763070.0,1629665.0,509327.0,832404.0
1534,1068114.0,3372400.0,341655.0,2243552.0,764725.0,1633021.0,509622.0,832969.0
1535,1068607.0,3364787.0,335521.0,2247523.0,768366.0,1638283.0,509878.0,832990.0
1536,1069529.0,3374077.0,344847.0,2233809.0,768626.0,1633256.0,509540.0,833176.0
1537,1069169.0,3351509.0,328601.0,2250676.0,767598.0,1641000.0,509316.0,832891.0
1538,1069010.0,3383639.0,355722.0,2201688.0,768546.0,1644214.0,508806.0,832096.0
1539,1069274.0,3401493.0,354624.0,2245512.0,757923.0,1628926.0,509371.0,832279.0
1540,1069010.0,3396407.0,320459.0,2240205.0,764116.0,1636553.0,509807.0,832980.0
1541,1068827.0,3372786.0,331210.0,2268582.0,767679.0,1636770.0,510124.0,833008.0
1542,1068775.0,3393796.0,356532.0,2263789.0,763639.0,1635019.0,509545.0,832405.0
1543,1068285.0,3367458.0,319055.0,2246403.0,768025.0,1631157.0,509461.0,832683.0
1544,1069353.0,3380630.0,356758.0,2249834.0,766131.0,1636354.0,509511.0,832617.0
1545,1069051.0,3334117.0,304984.0,2217782.0,767401.0,1636909.0,509715.0,832307.0
1546,1070336.0,3367974.0,356244.0,2244214.0,774277.0,1638583.0,509787.0,832448.0
1547,1067539.0,3358597.0,324840.0,2223566.0,773251.0,1638059.0,508847.0,833095.0
1548,1068769.0,3371225.0,333427.0,2215134.0,771325.0,1639188.0,509419.0,832584.0
1549,1068920.0,3352827.0,284707.0,2232146.0,775188.0,1634587.0,509881.0,831772.0
1550,1067957.0,3377645.0,298458.0,2243153.0,768124.0,1636561.0,509067.0,832685.0
1551,1068336.0,3382056.0,335703.0,2240038.0,771587.0,1643585.0,509390.0,831975.0
1552,1067730.0,3377147.0,338591.0,2266547.0,770971.0,1632697.0,508999.0,833044.0
1553,1067861.0,3342473.0,339179.0,2236063.0,759118.0,1632451.0,509226.0,832707.0
1554,1068518.0,3360547.0,306204.0,2254226.0,770033.0,1636381.0,508925.0,832225.0
1555,1068518.0,3356149.0,330030.0,2235777.0,771203.0,1641619.0,509677.0,832981.0
1556,1068787.0,3338020.0,331584.0,2247395.0,772220.0,1636270.0,509171.0,832341.0
1557,1067895.0,3374277.0,323794.0,2250177.0,762442.0,1631730.0,508946.0,832258.0
1558,1068859.0,3330789.0,338628.0,2221046.0,760190.0,1626429.0,509294.0,832538.0
1559,1068706.0,3373662.0,347939.0,2220156.0,760845.0,1626167.0,508956.0,832521.0
1560,1068695.0,3391406.0,326929.0,2225205.0,772494.0,1628813.0,509385.0,832329.0
1561,1068979.0,3371852.0,306880.0,2236233.0,764167.0,1631399.0,508929.0,832433.0
1562,1068478.0,3364138.0,325488.0,2219352.0,753066.0,1628479.0,509619.0,831609.0
1563,1068496.0,3370870.0,318615.0,2216124.0,765113.0,1637069.0,509398.0,832829.0
1564,1068040.0,3364786.0,329140.0,2246526.0,765367.0,1631243.0,509474.0,832285.0
1565,1068174.0,3381083.0,339031.0,2267249.0,767238.0,1638290.0,509321.0,831822.0
1566,1068629.0,3376854.0,336782.0,2278275.0,755375.0,1627266.0,509124.0,832194.0
1567,1069276.0,3395412.0,348282.0,2246758.0,763272.0,1626248.0,510267.0,832151.0
1568,1069060.0,3370549.0,334091.0,2232546.0,767037.0,1632836.0,509534.0,832334.0
1569,1068905.0,3370005.0,314836.0,2261000.0,766751.0,1633710.0,510222.0,832637.0
1570,1068718.0,3378335.0,344290.0,2242637.0,766816.0,1638555.0,509697.0,832295.0
1571,1067686.0,3376524.0,337007.0,2229582.0,771610.0,1639906.0,508916.0,832507.0
1572,1068445.0,3357789.0,325391.0,2238436.0,771980.0,1636289.0,509386.0,832350.0
1573,1069345.0,3374153.0,334236.0,2224096.0,758125.0,1631866.0,509332.0,832469.0
1574,1068736.0,3383935.0,315524.0,2209877.0,764674.0,1631135.0,509932.0,832493.0
1575,1069154.0,3361248.0,305887.0,2207351.0,757986.0,1633896.0,509799.0,832751.0
1576,1069249.0,3344085.0,319440.0,2206746.0,765019.0,1633007.0,509685.0,833032.0
1577,1067822.0,3343355.0,316312.0,2207997.0,764771.0,1634906.0,509131.0,831668.0
1578,1069201.0,3366886.0,328991.0,2253238.0,760620.0,1628149.0,509511.0,833097.0
1579,1068694.0,3373396.0,338019.0,2244926.0,768410.0,1637762.0,509463.0,832982.0
1580,1068352.0,3360502.0,312909.0,2203087.0,771044.0,1637628.0,509682.0,832878.0
1581,1068688.0,3374592.0,333244.0,2228404.0,771073.0,1639700.0,509523.0,832898.0
1582,1068777.0,3376679.0,329980.0,2221299.0,773926.0,1643678.0,509289.0,832957.0
1583,1068646.0,3367902.0,328292.0,2218191.0,772267.0,1633096.0,510595.0,832355.0
1584,1068521.0,3383673.0,321672.0,2206081.0,769959.0,1636562.0,509414.0,832343.0
1585,1068607.0,3363075.0,347842.0,2233812.0,776163.0,1638079.0,509210.0,832561.0
1586,1068963.0,3356326.0,325803.0,2247163.0,769675.0,1638987.0,509788.0,832362.0
1587,1068497.0,3369042.0,355236.0,2228045.0,762994.0,1635727.0,509485.0,832793.0
1588,1069118.0,3368002.0,329498.0,2211090.0,766619.0,1626332.0,509567.0,833306.0
1589,1067492.0,3362132.0,340578.0,2244248.0,758902.0,1632250.0,509307.0,832382.0
1590,1069736.0,3373783.0,306519.0,2217462.0,758046.0,1629995.0,509809.0,832388.0
1591,1069404.0,3320405.0,309444.0,2233390.0,763124.0,1637490.0,509911.0,832451.0
1592,1069557.0,3362853.0,323833.0,2231019.0,768638.0,1642895.0,509830.0,831790.0
1593,1068898.0,3357130.0,337070.0,2228855.0,770220.0,1639814.0,509507.0,832794.0
1594,1068672.0,3381044.0,334625.0,2227439.0,765125.0,1647587.0,509758.0,832497.0
1595,1068895.0,3360558.0,329731.0,2210279.0,769798.0,1634230.0,509846.0,832495.0
1596,1067698.0,3374345.0,309926.0,2229415.0,774551.0,1636598.0,509218.0,832764.0
1597,1068618.0,3384931.0,340919.0,2218835.0,761502.0,1642753.0,509344.0,831949.0
1598,1068401.0,3371325.0,299766.0,2185301.0,765801.0,1628738.0,508839.0,832994.0
1599,1068516.0,3410935.0,334780.0,2238819.0,762318.0,1631934.0,509325.0,832224.0
1600,1069611.0,3351257.0,348230.0,2255394.0,764170.0,1628085.0,509723.0,832247.0
1601,1068853.0,3356671.0,346644.0,2274947.0,763587.0,1630466.0,509478.0,832155.0
1602,1069140.0,3352413.0,323960.0,2245001.0,762388.0,1631628.0,509714.0,833335.0
1603,1068051.0,3354006.0,320991.0,2239508.0,766599.0,1632824.0,509561.0,832462.0
1604,1067485.0,3390013.0,337888.0,2252846.0,767703.0,1637100.0,509738.0,832260.0
1605,1068353.0,3385082.0,353679.0,2212609.0,763647.0,1638955.0,509318.0,832739.0
1606,1068078.0,3362756.0,340970.0,2217032.0,763416.0,1630533.0,508998.0,832512.0
1607,1069116.0,3352444.0,327682.0,2249524.0,759070.0,1626751.0,509153.0,832854.0
1608,1068899.0,3371905.0,349339.0,2204110.0,764266.0,1625103.0,509472.0,832815.0
1609,1069154.0,3370144.0,357167.0,2242435.0,757757.0,1625141.0,509518.0,832839.0
1610,1069301.0,3370466.0,329454.0,2209814.0,759345.0,1633269.0,509538.0,832712.0
1611,1069292.0,3366169.0,334271.0,2258623.0,764102.0,1630548.0,509661.0,832662.0
1612,1069059.0,3362745.0,317015.0,2237682.0,768724.0,1634457.0,509501.0,832917.0
1613,1069316.0,3337713.0,315761.0,2203779.0,760806.0,1633735.0,509388.0,833134.0
1614,1069476.0,3379811.0,331941.0,2252621.0,761901.0,1631626.0,510040.0,832566.0
1615,1069206.0,3359958.0,342867.0,2244797.0,769022.0,1633012.0,509981.0,832621.0
1616,1069674.0,3381164.0,318303.0,2211914.0,764489.0,1634844.0,510329.0,832792.0
1617,1068957.0,3371109.0,321028.0,2215886.0,763804.0,1629718.0,509630.0,832788.0
1618,1069158.0,3388951.0,335487.0,2249373.0,764162.0,1631262.0,509984.0,832244.0
1619,1069515.0,3387470.0,327895.0,2250930.0,765693.0,1629645.0,509584.0,833164.0
1620,1068787.0,3387064.0,327061.0,2246528.0,761638.0,1631815.0,509351.0,832571.0
1621,1068888.0,3392730.0,352133.0,2243731.0,771346.0,1633671.0,509974.0,832815.0
1622,1069417.0,3365145.0,336415.0,2221622.0,772288.0,1637734.0,509834.0,832516.0
1623,1068651.0,3359918.0,347898.0,2241636.0,775540.0,1638616.0,509961.0,833190.0
1624,1068337.0,3364780.0,346471.0,2243388.0,771096.0,1639836.0,508952.0,831714.0
1625,1068086.0,3372669.0,318273.0,2246923.0,767384.0,1637888.0,509405.0,832438.0
1626,1068638.0,3375801.0,352086.0,2241187.0,767680.0,1630273.0,509176.0,832788.0
1627,1069106.0,3410260.0,332508.0,2253514.0,757491.0,1626545.0,509482.0,832157.0
1628,1068802.0,3372213.0,356148.0,2229135.0,766807.0,1632480.0,509441.0,832925.0
1629,1069432.0,3346425.0,320258.0,2226508.0,763323.0,1625301.0,509611.0,832493.0
1630,1068306.0,3373730.0,310997.0,2224487.0,768262.0,1633952.0,509713.0,833415.0
1631,1068678.0,3383293.0,313221.0,2224643.0,772087.0,1635870.0,510037.0,832595.0
1632,1069430.0,3368134.0,335458.0,2230881.0,772134.0,1640720.0,509689.0,832886.0
1633,1069540.0,3374067.0,316622.0,2245033.0,770223.0,1629995.0,509862.0,832523.0
1634,1069563.0,3353210.0,318215.0,2225922.0,766737.0,1633532.0,509516.0,833133.0
1635,1069234.0,3360133.0,324570.0,2220713.0,766522.0,1632053.0,510122.0,832598.0
1636,1068623.0,3382913.0,323037.0,2252901.0,765247.0,1635940.0,509714.0,832498.0
1637,1068402.0,3373566.0,325890.0,2254162.0,762763.0,1629603.0,509775.0,833071.0
1638,1069444.0,3364111.0,322737.0,2224518.0,763640.0,1632203.0,510112.0,832418.0
1639,1069641.0,3354614.0,308149.0,2237046.0,759126.0,1629144.0,509579.0,832948.0
1640,1068275.0,3377533.0,357151.0,2201799.0,761080.0,1630074.0,508848.0,832152.0
1641,1068203.0,3387272.0,339536.0,2249961.0,757199.0,1628850.0,509110.0,832396.0
1642,1067500.0,3384215.0,387367.0,2268056.0,767729.0,1645099.0,508612.0,832809.0
1643,1067997.0,3385190.0,342818.0,2265834.0,772654.0,1638638.0,509565.0,832317.0
1644,1069202.0,3362120.0,349752.0,2250324.0,774089.0,1637818.0,509563.0,832026.0
1645,1069148.0,3400342.0,366218.0,2255037.0,768685.0,1637888.0,509584.0,832661.0
1646,1068612.0,3368280.0,338040.0,2242829.0,762943.0,1640629.0,509269.0,832275.0
1647,1068501.0,3383023.0,330863.0,2232595.0,770322.0,1648001.0,509377.0,832681.0
1648,1067928.0,3357437.0,321035.0,2239770.0,767603.0,1644042.0,508890.0,832756.0
1649,1068705.0,3354868.0,328518.0,2234282.0,772411.0,1646208.0,509632.0,832371.0
1650,1069201.0,3369654.0,337744.0,2199820.0,771771.0,1647458.0,509451.0,832256.0
1651,1068442.0,3345894.0,334472.0,2224667.0,771239.0,1638197.0,509320.0,833262.0
1652,1069255.0,3379376.0,321574.0,2260422.0,770794.0,1642849.0,509797.0,832492.0
1653,1068912.0,3399589.0,349617.0,2216021.0,770035.0,1636082.0,509319.0,832571.0
1654,1068246.0,3357570.0,333963.0,2270278.0,769657.0,1642227.0,509174.0,832678.0
1655,1068664.0,3366478.0,371068.0,2259195.0,774010.0,1635771.0,509743.0,832212.0
1656,1069075.0,3368630.0,303728.0,2236202.0,767352.0,1650005.0,509627.0,832102.0
1657,1068054.0,3372392.0,317459.0,2233718.0,768960.0,1638509.0,509661.0,832116.0
1658,1068884.0,3373784.0,359082.0,2241837.0,774816.0,1632905.0,509924.0,832376.0
1659,1068661.0,3382703.0,351212.0,2248140.0,760957.0,1639788.0,509644.0,832753.0
1660,1068267.0,3365649.0,346003.0,2247495.0,770598.0,1626065.0,509020.0,832530.0
1661,1068266.0,3377229.0,319455.0,2267945.0,759730.0,1626505.0,509769.0,832252.0
1662,1067650.0,3392802.0,321442.0,2236994.0,760294.0,1631852.0,508767.0,832549.0
1663,1068296.0,3370193.0,314237.0,2235516.0,761842.0,1629930.0,509925.0,833018.0
1664,1068268.0,3363314.0,333597.0,2225878.0,768616.0,1634107.0,510074.0,832772.0
1665,1069337.0,3368604.0,340055.0,2231175.0,769368.0,1636999.0,509815.0,832945.0
1666,1069576.0,3365231.0,338270.0,2234009.0,772708.0,1640528.0,509267.0,832484.0
1667,1068974.0,3370500.0,320127.0,2239199.0,773834.0,1635717.0,509196.0,833133.0
1668,1068642.0,3357508.0,321895.0,2221075.0,755154.0,1627357.0,509153.0,833055.0
1669,1069327.0,3356739.0,327130.0,2225483.0,761924.0,1637118.0,509851.0,833399.0
1670,1068786.0,3384727.0,345879.0,2237808.0,770266.0,1639086.0,509727.0,832824.0
1671,1068921.0,3375113.0,332595.0,2248857.0,769271.0,1637877.0,509411.0,832458.0
1672,1069385.0,3376029.0,330164.0,2242669.0,772452.0,1637953.0,509518.0,832588.0
1673,1068903.0,3384754.0,344925.0,2240277.0,771106.0,1634502.0,509260.0,832273.0
1674,1068362.0,3378122.0,351105.0,2258719.0,771916.0,1642763.0,509442.0,832138.0
1675,1068860.0,3360216.0,334520.0,2245365.0,764906.0,1642169.0,509193.0,832625.0
1676,1067957.0,3353139.0,325694.0,2241563.0,768192.0,1640019.0,509426.0,832553.0
1677,1068606.0,3388218.0,348463.0,2226926.0,772090.0,1630706.0,509200.0,832602.0
1678,1068950.0,3341177.0,306018.0,2223324.0,765415.0,1627633.0,509093.0,832434.0
1679,1068758.0,3350839.0,310160.0,2224725.0,761587.0,1623876.0,509295.0,832082.0
1680,1069276.0,3347774.0,329959.0,2256359.0,766866.0,1626962.0,509732.0,832701.0
1681,1069291.0,3370424.0,339379.0,2245776.0,755582.0,1633625.0,509372.0,832492.0
1682,1068567.0,3366562.0,315596.0,2227076.0,762784.0,1626914.0,510070.0,832661.0
1683,1069334.0,3347170.0,347412.0,2259360.0,765926.0,1631144.0,510050.0,832749.0
1684,1069649.0,3378373.0,333171.0,2242516.0,758849.0,1632037.0,509966.0,833003.0
1685,1069586.0,3366176.0,312079.0,2213134.0,762128.0,1640324.0,509933.0,832815.0
1686,1068438.0,3381065.0,316538.0,2203559.0,764929.0,1631000.0,509301.0,832795.0
1687,1067963.0,3358097.0,317550.0,2209232.0,771834.0,1632285.0,509453.0,832771.0
1688,1069057.0,3374496.0,322125.0,2231790.0,777720.0,1639687.0,509780.0,832630.0
1689,1068551.0,3370859.0,308529.0,2206158.0,777060.0,1637855.0,509494.0,832830.0
1690,1068395.0,3355538.0,309036.0,2204662.0,773599.0,1633243.0,509688.0,832495.0
1691,1069318.0,3351920.0,299666.0,2185232.0,773793.0,1639283.0,510152.0,832466.0
1692,1069338.0,3403018.0,318252.0,2232626.0,776215.0,1639071.0,509684.0,832927.0
1693,1068543.0,3372161.0,341406.0,2264942.0,778722.0,1643830.0,508516.0,832666.0
1694,1068250.0,3374847.0,340358.0,2235025.0,773709.0,1638316.0,509128.0,832265.0
1695,1068376.0,3356024.0,323243.0,2252319.0,773473.0,1636162.0,509098.0,832129.0
1696,1067859.0,3372703.0,325915.0,2260821.0,769909.0,1642903.0,508783.0,832303.0
1697,1067973.0,3368116.0,336731.0,2273483.0,771296.0,1641874.0,509664.0,832682.0
1698,1069192.0,3374866.0,336174.0,2230505.0,763169.0,1629813.0,509663.0,832366.0
1699,1068442.0,3365377.0,344833.0,2241884.0,770233.0,1628437.0,509085.0,832864.0
1700,1068425.0,3364336.0,340813.0,2229281.0,766325.0,1627988.0,509635.0,832479.0
1701,1067537.0,3358570.0,333664.0,2244396.0,763530.0,1629547.0,508633.0,832184.0
1702,1068581.0,3372389.0,320942.0,2245171.0,778097.0,1643070.0,509422.0,832678.0
1703,1068914.0,3366556.0,322268.0,2214634.0,771431.0,1638942.0,509158.0,832023.0
1704,1069142.0,3356592.0,331812.0,2234830.0,773231.0,1637255.0,509118.0,832413.0
1705,1068802.0,3387080.0,330792.0,2216217.0,778649.0,1638827.0,509282.0,832680.0
1706,1068665.0,3366984.0,315192.0,2227240.0,772282.0,1635330.0,509215.0,832510.0
1707,1069131.0,3389790.0,321975.0,2198761.0,770845.0,1631678.0,509331.0,832645.0
1708,1069185.0,3385134.0,354671.0,2276559.0,764587.0,1624993.0,510003.0,832828.0
1709,1069721.0,3369163.0,330986.0,2234649.0,763373.0,1628575.0,509504.0,832961.0
1710,1069001.0,3371026.0,333408.0,2238637.0,765969.0,1631894.0,509379.0,831950.0
1711,1068458.0,3377976.0,337275.0,2253478.0,765662.0,1631815.0,508831.0,832148.0
1712,1068832.0,3367329.0,300305.0,2220444.0,771967.0,1633410.0,509961.0,832144.0
1713,1069025.0,3354054.0,332262.0,2246077.0,765200.0,1631791.0,509902.0,833172.0
1714,1067911.0,3367566.0,325067.0,2217978.0,767722.0,1629988.0,509167.0,832752.0
1715,1068066.0,3344335.0,310029.0,2215201.0,766570.0,1632569.0,509565.0,832169.0
1716,1069272.0,3341661.0,318649.0,2238037.0,770959.0,1630295.0,509609.0,831875.0
1717,1069049.0,3390851.0,356208.0,2263855.0,772046.0,1634019.0,509667.0,832579.0
1718,1068669.0,3370246.0,333353.0,2250727.0,771318.0,1636015.0,508920.0,832291.0
1719,1067753.0,3376887.0,346027.0,2240647.0,766968.0,1640699.0,508926.0,832222.0
1720,1067847.0,3375406.0,329099.0,2226448.0,767676.0,1641136.0,508599.0,833121.0
1721,1069122.0,3394187.0,333701.0,2277171.0,770077.0,1650652.0,509943.0,832472.0
1722,1068336.0,3369401.0,339288.0,2233884.0,773528.0,1642697.0,509151.0,832505.0
1723,1068831.0,3366822.0,317172.0,2229044.0,769231.0,1631546.0,509104.0,832799.0
1724,1069195.0,3356517.0,320315.0,2242418.0,774200.0,1636072.0,509221.0,832207.0
1725,1069208.0,3354960.0,325945.0,2215961.0,756395.0,1633208.0,509732.0,832590.0
1726,1069536.0,3368126.0,318627.0,2243183.0,763533.0,1628326.0,509888.0,833107.0
1727,1069147.0,3379939.0,336326.0,2253768.0,769341.0,1629685.0,509805.0,833228.0
1728,1069933.0,3376224.0,340760.0,2235238.0,769487.0,1635023.0,509853.0,832792.0
1729,1068352.0,3379666.0,323361.0,2229134.0,769097.0,1634214.0,509610.0,832627.0
1730,1068309.0,3409795.0,333710.0,2263872.0,778237.0,1635789.0,509576.0,832013.0
1731,1067753.0,3356523.0,317242.0,2244742.0,770497.0,1632171.0,508968.0,832753.0
1732,1068434.0,3362053.0,331521.0,2249506.0,769309.0,1642451.0,509176.0,832646.0
1733,1068935.0,3359092.0,348650.0,2227282.0,761330.0,1636496.0,509114.0,832351.0
1734,1068779.0,3363267.0,320704.0,2227240.0,766366.0,1621878.0,509236.0,832563.0
1735,1068698.0,3383893.0,341653.0,2209465.0,763936.0,1622498.0,509902.0,832839.0
1736,1067809.0,3364740.0,311016.0,2232194.0,759628.0,1623912.0,509531.0,832287.0
1737,1068730.0,3342608.0,324856.0,2220644.0,759782.0,1627014.0,509544.0,832724.0
1738,1069202.0,3377131.0,327833.0,2251436.0,769810.0,1626079.0,509605.0,832392.0
1739,1068071.0,3361363.0,316223.0,2238898.0,770387.0,1639370.0,509335.0,832133.0
1740,1069021.0,3370133.0,322609.0,2200383.0,770248.0,1631514.0,509556.0,831897.0
1741,1068874.0,3351056.0,318054.0,2225307.0,762002.0,1625922.0,509260.0,832403.0
1742,1068551.0,3378548.0,331984.0,2231347.0,759825.0,1624922.0,510364.0,832991.0
1743,1068791.0,3388677.0,339712.0,2268366.0,764251.0,1630155.0,509848.0,832665.0
1744,1069071.0,3357491.0,301130.0,2230880.0,762469.0,1631174.0,510240.0,832311.0
1745,1068645.0,3355997.0,355858.0,2253974.0,769276.0,1637207.0,509336.0,832345.0
1746,1069427.0,3381501.0,321683.0,2246255.0,756161.0,1628600.0,509638.0,832204.0
1747,1068948.0,3374219.0,348053.0,2265588.0,759232.0,1620223.0,509291.0,832721.0
1748,1068677.0,3389759.0,332200.0,2262678.0,759401.0,1627553.0,509137.0,832681.0
1749,1067676.0,3372970.0,334677.0,2267769.0,769377.0,1638062.0,509467.0,833134.0
1750,1068444.0,3372598.0,335908.0,2253692.0,770593.0,1642269.0,509448.0,832722.0
1751,1068748.0,3371485.0,333428.0,2211912.0,766037.0,1639399.0,509173.0,832419.0
1752,1068212.0,3380443.0,322532.0,2240755.0,758575.0,1634081.0,508895.0,832635.0
1753,1067126.0,3366359.0,313868.0,2234755.0,758871.0,1626727.0,508765.0,832406.0
1754,1069160.0,3393200.0,317517.0,2207839.0,760968.0,1627626.0,509278.0,832474.0
1755,1067998.0,3380387.0,365067.0,2261932.0,771230.0,1626996.0,509648.0,832859.0
1756,1069110.0,3400742.0,321333.0,2237003.0,768547.0,1645291.0,510396.0,832518.0
1757,1068112.0,3359833.0,329339.0,2225027.0,765969.0,1643788.0,509605.0,831559.0
1758,1067785.0,3374973.0,323186.0,2230556.0,773469.0,1633330.0,509303.0,832328.0
1759,1068168.0,3365458.0,325550.0,2256379.0,770572.0,1632561.0,509081.0,832530.0
1760,1068349.0,3353496.0,308020.0,2197051.0,770610.0,1634396.0,509605.0,831861.0
1761,1068005.0,3362610.0,308323.0,2204190.0,763869.0,1639746.0,509559.0,832584.0
1762,1067334.0,3364696.0,308375.0,2195378.0,761230.0,1632250.0,509678.0,832460.0
1763,1068785.0,3380988.0,345788.0,2216642.0,758419.0,1625108.0,509748.0,833292.0
1764,1068852.0,3357396.0,307844.0,2216164.0,763384.0,1634287.0,509776.0,832914.0
1765,1068928.0,3391515.0,352577.0,2251009.0,773263.0,1631614.0,509917.0,832986.0
1766,1068597.0,3387097.0,354172.0,2264149.0,770963.0,1638391.0,508874.0,832069.0
1767,1068331.0,3357173.0,327356.0,2244598.0,759977.0,1625487.0,508988.0,833368.0
1768,1069046.0,3382398.0,310031.0,2216904.0,761688.0,1633824.0,510074.0,832702.0
1769,1068519.0,3342145.0,337365.0,2235560.0,766255.0,1642201.0,509260.0,832444.0
1770,1068575.0,3351719.0,322087.0,2228087.0,775032.0,1634904.0,509488.0,832417.0
1771,1068312.0,3356158.0,342729.0,2261606.0,770514.0,1640022.0,509357.0,832364.0
1772,1068814.0,3362475.0,343311.0,2231829.0,763197.0,1643781.0,509348.0,833428.0
1773,1067595.0,3363796.0,347334.0,2237779.0,756854.0,1625643.0,508565.0,832154.0
1774,1068977.0,3377137.0,312543.0,2251922.0,765983.0,1631299.0,509362.0,832817.0
1775,1068575.0,3362326.0,329659.0,2228687.0,773179.0,1634292.0,509030.0,832626.0
1776,1068636.0,3376744.0,310102.0,2245921.0,762429.0,1627291.0,509450.0,832614.0
1777,1068219.0,3375610.0,341073.0,2268746.0,765210.0,1638726.0,509462.0,832672.0
1778,1069196.0,3377584.0,353153.0,2247282.0,769473.0,1632459.0,509808.0,833463.0
1779,1069243.0,3353102.0,319145.0,2228008.0,767189.0,1626183.0,509080.0,832748.0
1780,1068735.0,3374951.0,319602.0,2231010.0,761271.0,1628821.0,510206.0,832846.0
1781,1069050.0,3368508.0,325298.0,2231763.0,763123.0,1642448.0,509910.0,833172.0
1782,1069131.0,3364764.0,324603.0,2244829.0,768616.0,1636852.0,509788.0,832880.0
1783,1068189.0,3353225.0,323256.0,2204659.0,762102.0,1627625.0,509206.0,832059.0
1784,1068764.0,3374067.0,324985.0,2212229.0,758687.0,1629078.0,510248.0,832344.0
1785,1068319.0,3381764.0,331206.0,2232510.0,770937.0,1633863.0,509564.0,832626.0
1786,1068148.0,3359110.0,321310.0,2247654.0,772135.0,1641781.0,508930.0,832423.0
1787,1068011.0,3373131.0,322845.0,2252625.0,762277.0,1626445.0,508982.0,832622.0
1788,1068487.0,3371447.0,362706.0,2255945.0,768034.0,1636844.0,509025.0,832690.0
1789,1068892.0,3355649.0,330616.0,2243975.0,767085.0,1626409.0,509164.0,832683.0
1790,1067090.0,3357777.0,308279.0,2226333.0,771786.0,1644011.0,509629.0,832475.0
1791,1068221.0,3353194.0,324506.0,2225860.0,770528.0,1635162.0,509241.0,832268.0
1792,1067917.0,3354428.0,332325.0,2232314.0,770788.0,1641374.0,509280.0,832175.0
1793,1068731.0,3366816.0,325704.0,2203232.0,768333.0,1640323.0,509321.0,832530.0
1794,1068067.0,3342087.0,323161.0,2209677.0,766592.0,1634410.0,508953.0,832683.0
1795,1068070.0,3388442.0,332215.0,2226375.0,766853.0,1626840.0,508592.0,832296.0
1796,1068041.0,3374081.0,312980.0,2208415.0,761456.0,1628140.0,508845.0,832617.0
1797,1068687.0,3368557.0,327473.0,2223754.0,760511.0,1629513.0,510101.0,832849.0
1798,1067309.0,3369062.0,333175.0,2236407.0,772004.0,1637160.0,508710.0,832673.0
